"hour","heat_demand","mining_revenue","total_heating_cost_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour"
2705.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
2706.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
2707.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
2708.00,1.54,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.54
2709.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
2710.00,1.55,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.55
2711.00,1.49,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.49
2712.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
2713.00,0.99,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.99
2714.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
2715.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2716.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2717.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
2718.00,0.95,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.95
2719.00,1.00,0.36,0.10,0.00,0.00,0.00,0.00,0.10,1.00
2720.00,1.07,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.07
2721.00,1.19,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.19
2722.00,1.24,0.45,0.12,0.00,0.00,0.00,0.00,0.12,1.24
2723.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
2724.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2725.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2726.00,1.01,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.01
2727.00,0.99,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.99
2728.00,1.03,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2729.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
2730.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2731.00,1.39,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.39
2732.00,1.38,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.38
2733.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2734.00,1.14,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.14
2735.00,1.05,0.38,0.11,0.00,0.00,0.00,0.00,0.11,1.05
2736.00,1.01,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.01
2737.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2738.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2739.00,0.69,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.69
2740.00,0.67,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2741.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2742.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2743.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2744.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2745.00,0.95,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.95
2746.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
2747.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2748.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2749.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2750.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
2751.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2752.00,0.65,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.65
2753.00,0.64,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.64
2754.00,0.73,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2755.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2756.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2757.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2758.00,0.89,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2759.00,0.84,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2760.00,0.78,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.78
2761.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2762.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2763.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2764.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
2765.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
2766.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
2767.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2768.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
2769.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
2770.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
2771.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
2772.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
2773.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2774.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2775.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
2776.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2777.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
2778.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
2779.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2780.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2781.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2782.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2783.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2784.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
2785.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
2786.00,0.54,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.54
2787.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
2788.00,0.55,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.55
2789.00,0.59,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.59
2790.00,0.70,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.70
2791.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
2792.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2793.00,0.87,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.87
2794.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2795.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
2796.00,0.57,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.57
2797.00,0.55,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.55
2798.00,0.54,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.54
2799.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
2800.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
2801.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
2802.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2803.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2804.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
2805.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2806.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2807.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2808.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2809.00,0.70,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.70
2810.00,0.66,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.66
2811.00,0.65,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.65
2812.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2813.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2814.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2815.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2816.00,1.03,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2817.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2818.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2819.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2820.00,0.66,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.66
2821.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2822.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2823.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
2824.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2825.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
2826.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2827.00,0.84,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2828.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2829.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2830.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2831.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
2832.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
2833.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2834.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2835.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2836.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
2837.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
2838.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
2839.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2840.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
2841.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
2842.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
2843.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
2844.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
2845.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2846.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2847.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
2848.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2849.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
2850.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
2851.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2852.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2853.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2854.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2855.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
2856.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
2857.00,0.19,0.07,0.02,0.00,0.00,0.00,0.00,0.02,0.19
2858.00,0.15,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.15
2859.00,0.13,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.13
2860.00,0.14,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.14
2861.00,0.17,0.06,0.02,0.00,0.00,0.00,0.00,0.02,0.17
2862.00,0.28,0.10,0.03,0.00,0.00,0.00,0.00,0.03,0.28
2863.00,0.45,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.45
2864.00,0.55,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.55
2865.00,0.54,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.54
2866.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
2867.00,0.37,0.13,0.04,0.00,0.00,0.00,0.00,0.04,0.37
2868.00,0.34,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.34
2869.00,0.34,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.34
2870.00,0.34,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.34
2871.00,0.31,0.11,0.03,0.00,0.00,0.00,0.00,0.03,0.31
2872.00,0.29,0.11,0.03,0.00,0.00,0.00,0.00,0.03,0.29
2873.00,0.28,0.10,0.03,0.00,0.00,0.00,0.00,0.03,0.28
2874.00,0.34,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.34
2875.00,0.41,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.41
2876.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
2877.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
2878.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
2879.00,0.36,0.13,0.04,0.00,0.00,0.00,0.00,0.04,0.36
2880.00,0.30,0.11,0.03,0.00,0.00,0.00,0.00,0.03,0.30
2881.00,0.23,0.08,0.02,0.00,0.00,0.00,0.00,0.02,0.23
2882.00,0.19,0.07,0.02,0.00,0.00,0.00,0.00,0.02,0.19
2883.00,0.16,0.06,0.02,0.00,0.00,0.00,0.00,0.02,0.16
2884.00,0.14,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.14
2885.00,0.14,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.14
2886.00,0.14,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.14
2887.00,0.19,0.07,0.02,0.00,0.00,0.00,0.00,0.02,0.19
2888.00,0.31,0.11,0.03,0.00,0.00,0.00,0.00,0.03,0.31
2889.00,0.50,0.18,0.05,0.00,0.00,0.00,0.00,0.05,0.50
2890.00,0.70,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.70
2891.00,0.77,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.77
2892.00,0.75,0.27,0.08,0.00,0.00,0.00,0.00,0.08,0.75
2893.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2894.00,0.57,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.57
2895.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
2896.00,0.33,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.33
2897.00,0.29,0.11,0.03,0.00,0.00,0.00,0.00,0.03,0.29
2898.00,0.33,0.12,0.03,0.00,0.00,0.00,0.00,0.03,0.33
2899.00,0.40,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.40
2900.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
2901.00,0.41,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.41
2902.00,0.40,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.40
2903.00,0.34,0.13,0.03,0.00,0.00,0.00,0.00,0.03,0.34
2904.00,0.28,0.10,0.03,0.00,0.00,0.00,0.00,0.03,0.28
2905.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2906.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2907.00,0.69,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.69
2908.00,0.67,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.67
2909.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2910.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
2911.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2912.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2913.00,0.95,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.95
2914.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
2915.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
2916.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2917.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2918.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
2919.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2920.00,0.65,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.65
2921.00,0.64,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.64
2922.00,0.73,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2923.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2924.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2925.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2926.00,0.89,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2927.00,0.84,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2928.00,0.78,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.78
2929.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2930.00,0.78,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.78
2931.00,0.77,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.77
2932.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
2933.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
2934.00,0.94,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.94
2935.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2936.00,1.15,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.15
2937.00,1.10,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.10
2938.00,0.94,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.94
2939.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2940.00,0.75,0.27,0.08,0.00,0.00,0.00,0.00,0.08,0.75
2941.00,0.73,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.73
2942.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
2943.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2944.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
2945.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
2946.00,0.85,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.85
2947.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2948.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2949.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2950.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2951.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
2952.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2953.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
2954.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
2955.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
2956.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2957.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2958.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
2959.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2960.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
2961.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
2962.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
2963.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2964.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
2965.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
2966.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2967.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2968.00,0.81,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.81
2969.00,0.84,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.84
2970.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
2971.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2972.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2973.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2974.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
2975.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
2976.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2977.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2978.00,1.03,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2979.00,1.02,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.02
2980.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
2981.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2982.00,1.19,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.19
2983.00,1.34,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.34
2984.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
2985.00,1.34,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.34
2986.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
2987.00,1.03,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.03
2988.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
2989.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
2990.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
2991.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
2992.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
2993.00,0.95,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.95
2994.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
2995.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
2996.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2997.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2998.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
2999.00,1.24,0.45,0.12,0.00,0.00,0.00,0.00,0.12,1.24
3000.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
3001.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
3002.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
3003.00,1.26,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.26
3004.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
3005.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
3006.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
3007.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
3008.00,1.67,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.67
3009.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
3010.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
3011.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
3012.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
3013.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
3014.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
3015.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
3016.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
3017.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
3018.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
3019.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
3020.00,1.54,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.54
3021.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
3022.00,1.55,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.55
3023.00,1.49,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.49
3024.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
3025.00,1.45,0.53,0.14,0.00,0.00,0.00,0.00,0.14,1.45
3026.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
3027.00,1.39,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.39
3028.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
3029.00,1.45,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.45
3030.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
3031.00,1.72,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.72
3032.00,1.80,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.80
3033.00,1.74,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.74
3034.00,1.58,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.58
3035.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
3036.00,1.35,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.35
3037.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
3038.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
3039.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
3040.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
3041.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
3042.00,1.42,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.42
